COMPRODUCT,COMPRODUCT-15794,2024-07-02 18:13:46.090000-05:00,status,QA Testing,PO Validation,4 days 02:14:49.323000
COMPRODUCT,COMPRODUCT-15794,2024-09-23 11:40:12.920000-05:00,status,PO Validation,Ready for Production,82 days 17:26:26.830000
COMPRODUCT,COMPRODUCT-15794,2024-11-12 09:32:49.213641-05:00,,Ready for Production,Active,49 days 21:52:36.293641
COMPRODUCT,COMPRODUCT-15792,2023-12-28 12:43:41.567000-06:00,status,New,Ready for Development,
COMPRODUCT,COMPRODUCT-15792,2024-04-26 08:08:26.027000-05:00,status,Ready for Development,In Development,119 days 18:24:44.460000
COMPRODUCT,COMPRODUCT-15792,2024-04-29 08:07:41.327000-05:00,status,In Development,Code Review,2 days 23:59:15.300000
COMPRODUCT,COMPRODUCT-15792,2024-05-03 08:07:57.380000-05:00,status,Code Review,QA Testing,4 days 00:00:16.053000
COMPRODUCT,COMPRODUCT-15792,2024-05-07 10:13:41.303000-05:00,status,QA Testing,On Hold,4 days 02:05:43.923000
COMPRODUCT,COMPRODUCT-15792,2024-05-14 10:15:29.577000-05:00,status,On Hold,Closed,7 days 00:01:48.274000
COMPRODUCT,COMPRODUCT-15792,2024-05-14 10:15:36.400000-05:00,status,Closed,QA Testing,0 days 00:00:06.823000
COMPRODUCT,COMPRODUCT-15792,2024-05-15 05:27:49.220000-05:00,status,QA Testing,On Hold,0 days 19:12:12.820000
COMPRODUCT,COMPRODUCT-15792,2024-05-15 08:49:28.680000-05:00,status,On Hold,QA Testing,0 days 03:21:39.460000
COMPRODUCT,COMPRODUCT-15792,2024-05-15 08:50:06.317000-05:00,status,QA Testing,Ready for Production,0 days 00:00:37.637000
COMPRODUCT,COMPRODUCT-15792,2024-09-23 11:47:44.860000-05:00,status,Ready for Production,Ready for Production,131 days 02:57:38.543000
COMPRODUCT,COMPRODUCT-15792,2024-11-12 09:32:49.225393-05:00,,Ready for Production,Active,49 days 21:45:04.365393
COMPRODUCT,COMPRODUCT-15790,2023-10-20 10:31:10.637000-05:00,status,New,In Development,
COMPRODUCT,COMPRODUCT-15790,2023-11-24 08:43:45.827000-06:00,status,In Development,Ready for Development,34 days 23:12:35.190000
COMPRODUCT,COMPRODUCT-15790,2024-03-28 08:14:48.443000-05:00,status,Ready for Development,In Development,124 days 22:31:02.616000
COMPRODUCT,COMPRODUCT-15790,2024-04-23 18:16:32.127000-05:00,status,In Development,On Hold,26 days 10:01:43.684000
COMPRODUCT,COMPRODUCT-15790,2024-05-22 10:24:16.337000-05:00,status,On Hold,In Development,28 days 16:07:44.210000
COMPRODUCT,COMPRODUCT-15790,2024-06-26 09:49:52.947000-05:00,status,In Development,Code Review,34 days 23:25:36.610000
COMPRODUCT,COMPRODUCT-15790,2024-06-26 09:49:56.640000-05:00,status,Code Review,QA Testing,0 days 00:00:03.693000
COMPRODUCT,COMPRODUCT-15790,2024-06-26 09:50:01.463000-05:00,status,QA Testing,PO Validation,0 days 00:00:04.823000
COMPRODUCT,COMPRODUCT-15790,2024-09-12 14:23:40.360000-05:00,status,PO Validation,Ready for Production,78 days 04:33:38.897000
COMPRODUCT,COMPRODUCT-15790,2024-09-23 11:22:03.897000-05:00,status,Ready for Production,Closed,10 days 20:58:23.537000
COMPRODUCT,COMPRODUCT-15790,2024-11-12 09:32:49.234690-05:00,,Closed,Active,49 days 22:10:45.337690
COMPRODUCT,COMPRODUCT-15788,2023-12-27 08:23:07.370000-06:00,status,New,Ready for Development,
COMPRODUCT,COMPRODUCT-15788,2024-04-23 18:22:00.523000-05:00,status,Ready for Development,In Development,118 days 08:58:53.153000
COMPRODUCT,COMPRODUCT-15788,2024-05-15 17:13:35.450000-05:00,status,In Development,On Hold,21 days 22:51:34.927000
COMPRODUCT,COMPRODUCT-15788,2024-05-22 10:25:59.717000-05:00,status,On Hold,In Development,6 days 17:12:24.267000
COMPRODUCT,COMPRODUCT-15788,2024-05-29 06:46:03.907000-05:00,status,In Development,On Hold,6 days 20:20:04.190000
COMPRODUCT,COMPRODUCT-15788,2024-05-31 00:45:40.627000-05:00,status,On Hold,In Development,1 days 17:59:36.720000
COMPRODUCT,COMPRODUCT-15788,2024-05-31 05:18:49.230000-05:00,status,In Development,Ready for Production,0 days 04:33:08.603000
COMPRODUCT,COMPRODUCT-15788,2024-06-20 16:15:41.113000-05:00,status,Ready for Production,In Development,20 days 10:56:51.883000
COMPRODUCT,COMPRODUCT-15788,2024-08-15 14:59:43.087000-05:00,status,In Development,Code Review,55 days 22:44:01.974000
COMPRODUCT,COMPRODUCT-15788,2024-08-15 14:59:46.007000-05:00,status,Code Review,QA Testing,0 days 00:00:02.920000
