expand,self,id,key,name,projectTypeKey,archived,avatarUrls.48x48,avatarUrls.24x24,avatarUrls.16x16,avatarUrls.32x32,projectCategory.self,projectCategory.id,projectCategory.name,projectCategory.description
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30400,30400,TEST,**Test Project**,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/18404,18404,CCEP,2021 Purchase Path,software,False,https://jira.footlocker.com/secure/projectavatar?pid=18404&avatarId=29108,https://jira.footlocker.com/secure/projectavatar?size=small&pid=18404&avatarId=29108,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=18404&avatarId=29108,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=18404&avatarId=29108,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30100,30100,CHAT,404chatbot,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/10103,10103,COMPRODUCT,48284 - Common Product,software,False,https://jira.footlocker.com/secure/projectavatar?pid=10103&avatarId=10209,https://jira.footlocker.com/secure/projectavatar?size=small&pid=10103&avatarId=10209,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=10103&avatarId=10209,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=10103&avatarId=10209,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/29101,29101,AEMSC,Adobe AEM Sites Cloud Migration,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/29900,29900,AWFM,APAC - WFM Platform Implementation ,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27701,27701,ADBT,APAC Digital Business Team,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/18400,18400,AII2,APIGEE Initiative II,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/18500,18500,AT,Architecture Team,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/15900,15900,AU,Atlassian Upgrades,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10700,10700,PMO,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/13803,13803,BAE,Benefits Annual Enrollment,software,False,https://jira.footlocker.com/secure/projectavatar?pid=13803&avatarId=13205,https://jira.footlocker.com/secure/projectavatar?size=small&pid=13803&avatarId=13205,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=13803&avatarId=13205,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=13803&avatarId=13205,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/26400,26400,BOT,BOT Management,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/19302,19302,BRWSE,BROWSE,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/14208,14208,CHSC,Camp Hill Supply Chain,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/26901,26901,CNC,Cart and Checkout,software,False,https://jira.footlocker.com/secure/projectavatar?pid=26901&avatarId=10011,https://jira.footlocker.com/secure/projectavatar?size=small&pid=26901&avatarId=10011,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=26901&avatarId=10011,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=26901&avatarId=10011,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/15803,15803,CE,Cloud Engineering,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30501,30501,CPENG,Cloud Platform Engineering,software,False,https://jira.footlocker.com/secure/projectavatar?pid=30501&avatarId=10200,https://jira.footlocker.com/secure/projectavatar?size=small&pid=30501&avatarId=10200,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=30501&avatarId=10200,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=30501&avatarId=10200,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/14409,14409,CCOE,COE,software,False,https://jira.footlocker.com/secure/projectavatar?pid=14409&avatarId=18605,https://jira.footlocker.com/secure/projectavatar?size=small&pid=14409&avatarId=18605,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=14409&avatarId=18605,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=14409&avatarId=18605,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28600,28600,CSP,Commerce Services Platform,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/18600,18600,CMST,Content Management System Team,software,False,https://jira.footlocker.com/secure/projectavatar?pid=18600&avatarId=21412,https://jira.footlocker.com/secure/projectavatar?size=small&pid=18600&avatarId=21412,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=18600&avatarId=21412,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=18600&avatarId=21412,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/16205,16205,CROHR,Core Retail - Operate HR,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/20201,20201,CROPS,Core Retail Operations,software,False,https://jira.footlocker.com/secure/projectavatar?pid=20201&avatarId=13212,https://jira.footlocker.com/secure/projectavatar?size=small&pid=20201&avatarId=13212,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=20201&avatarId=13212,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=20201&avatarId=13212,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28400,28400,COBUSS,Corporate Business Systems,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28901,28901,CEA,Crossover EA,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/14403,14403,CCL,Customer Care Leadership,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/21301,21301,CEO,Customer Experience Online,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/21001,21001,CSZI,Customer Service - Zendesk Integration,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/21501,21501,CXCD,CX Content Delivery,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/25300,25300,INTEL,Cyber Threat Intelligence and Vulnerability Management,software,False,https://jira.footlocker.com/secure/projectavatar?pid=25300&avatarId=45200,https://jira.footlocker.com/secure/projectavatar?size=small&pid=25300&avatarId=45200,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=25300&avatarId=45200,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=25300&avatarId=45200,https://jira.footlocker.com/rest/api/2/projectCategory/10108,10108,Security,Security
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/23000,23000,CLAIMS,Daily Claims,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/24300,24300,DNA,Data and Analytics,software,False,https://jira.footlocker.com/secure/projectavatar?pid=24300&avatarId=34600,https://jira.footlocker.com/secure/projectavatar?size=small&pid=24300&avatarId=34600,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=24300&avatarId=34600,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=24300&avatarId=34600,https://jira.footlocker.com/rest/api/2/projectCategory/10105,10105,Data,Business Intelligence
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/12400,12400,DI,Data Intake,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10105,10105,Data,Business Intelligence
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/15403,15403,DP,Data Projects,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10105,10105,Data,Business Intelligence
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/16900,16900,DCTEU,DCTEU,software,False,https://jira.footlocker.com/secure/projectavatar?pid=16900&avatarId=21420,https://jira.footlocker.com/secure/projectavatar?size=small&pid=16900&avatarId=21420,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=16900&avatarId=21420,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=16900&avatarId=21420,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/22900,22900,DCTINT,DCTINT,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/12508,12508,DCTOM,DCTOMS,software,False,https://jira.footlocker.com/secure/projectavatar?pid=12508&avatarId=27109,https://jira.footlocker.com/secure/projectavatar?size=small&pid=12508&avatarId=27109,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=12508&avatarId=27109,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=12508&avatarId=27109,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28100,28100,DWP,Deloitte Web Pod,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28300,28300,DAAS,Device as a Service,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27400,27400,DPE,DevProdEng,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/15402,15402,DD,Digital Development ,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/29200,29200,DPT,Digital Performance Team,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/14402,14402,DWE,Digital Workplace Engineering,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28200,28200,DR,Disaster Recovery,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/28500,28500,DOM,Distributed Order Management,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30500,30500,DOMSIT,DOMSIT,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/31100,31100,DOMUAT,DOMUAT,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/25200,25200,SII,DSPI-AC (SKU Induction),software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27300,27300,EADEVOPS,EA DevOps,software,False,https://jira.footlocker.com/secure/projectavatar?pid=27300&avatarId=39804,https://jira.footlocker.com/secure/projectavatar?size=small&pid=27300&avatarId=39804,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=27300&avatarId=39804,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=27300&avatarId=39804,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30300,30300,EAFIN,EA FINANCE,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30600,30600,ESB,EA Sales and Banking,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/29800,29800,EWFM,EMEA - WFM Platform Implementation ,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/29400,29400,EUS,End User Services,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27600,27600,EVM,Engineering Vulnerability Management,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/26600,26600,EA,Enterprise Architecture,software,False,https://jira.footlocker.com/secure/projectavatar?pid=26600&avatarId=44202,https://jira.footlocker.com/secure/projectavatar?size=small&pid=26600&avatarId=44202,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=26600&avatarId=44202,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=26600&avatarId=44202,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/31000,31000,ENT,Enterprise Architecture.,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/24400,24400,EUCF,EU Cross Functional,software,False,https://jira.footlocker.com/secure/projectavatar?pid=24400&avatarId=10010,https://jira.footlocker.com/secure/projectavatar?size=small&pid=24400&avatarId=10010,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=24400&avatarId=10010,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=24400&avatarId=10010,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/13500,13500,LOGISTICS,Europe IS&T Logistics,software,False,https://jira.footlocker.com/secure/projectavatar?pid=13500&avatarId=10201,https://jira.footlocker.com/secure/projectavatar?size=small&pid=13500&avatarId=10201,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=13500&avatarId=10201,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=13500&avatarId=10201,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
