key,IssueLinkKey,status,priority,issuetype,inward,outward,projectName,TypeName,direction
SOLMERCH-4416,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4415,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4414,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4413,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4412,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4410,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4409,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4144,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4143,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4142,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4141,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4140,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4139,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4138,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4137,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4136,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4135,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4134,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4133,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4132,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4131,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4130,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4129,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4128,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4127,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4126,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4125,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4124,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4123,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4122,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4121,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4120,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4119,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4118,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4117,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4116,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4115,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4114,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4098,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4097,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4096,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4095,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4094,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4093,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4092,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4091,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4090,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4089,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4088,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4087,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4086,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4085,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4084,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4083,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4082,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4081,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4080,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4051,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4050,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4037,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4036,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4023,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4022,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4010,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4009,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4008,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4007,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4006,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4005,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4004,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4003,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4002,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4001,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4000,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3999,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3998,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3997,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3993,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3992,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3991,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3990,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3989,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3988,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3987,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3986,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3985,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3984,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3983,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3982,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3981,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3979,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3978,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3977,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3976,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3975,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3974,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3973,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3972,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3971,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3970,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3969,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3968,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3967,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3966,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3965,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3964,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3963,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3961,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3960,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3959,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3959,SOLMERCH-4518,Done,Medium,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3958,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3957,SOLMERCH-4715,Done,Medium,Bug,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3957,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3956,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3955,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3954,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3953,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3952,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3951,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3950,SOLMERCH-4562,Done,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3950,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3950,SOLMERCH-4562,Done,High,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3949,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3949,SOLMERCH-4638,On Hold,Low,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3948,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3947,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3946,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3944,SOLMERCH-4638,On Hold,Low,Bug,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3944,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3943,SOLMERCH-4562,Done,High,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3943,SOLMERCH-4568,Done,High,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3943,SOLMERCH-3443,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3941,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3940,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3939,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3938,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3937,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3936,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3935,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3934,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3933,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3932,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3931,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3930,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3929,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3928,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3927,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3926,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3925,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3924,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3923,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3922,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3921,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3920,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3919,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3918,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3917,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3916,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3915,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3914,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3913,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3912,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3911,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3910,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3909,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3908,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3908,SOLMERCH-4578,Done,Highest,Task,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3907,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3906,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3905,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3904,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3903,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3902,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3901,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3900,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3899,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3898,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3898,SOLMERCH-4639,Done,Highest,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3898,SOLMERCH-4635,In Progress,Medium,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3897,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3895,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3894,SOLMERCH-4526,Done,Highest,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3894,SOLMERCH-4583,Done,Highest,Bug,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3894,SOLMERCH-3442,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3892,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3891,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3890,SOLMERCH-4636,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3890,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3889,SOLMERCH-4636,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3889,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3888,SOLMERCH-4636,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3888,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3887,SOLMERCH-4636,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3887,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3886,SOLMERCH-4636,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3886,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3885,SOLMERCH-4636,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3885,SOLMERCH-3439,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3884,SOLMERCH-4570,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3884,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3883,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3882,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3881,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3880,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3879,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3878,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3877,SOLMERCH-4525,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3877,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3876,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3875,SOLMERCH-4519,Ready For Approval,Low,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-3875,SOLMERCH-3438,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3873,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3872,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3871,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3870,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3869,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3868,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3867,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3866,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3865,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3864,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3863,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3862,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3860,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3859,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3858,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3857,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3856,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3855,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3854,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3853,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3852,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3851,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3850,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3849,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3848,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3847,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3846,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3845,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3843,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3842,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3841,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3823,SOLMERCH-4715,Done,Medium,Bug,is duplicated by,duplicates,SOLE Merch,Duplicate,inward
SOLMERCH-3823,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3822,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3821,MERCH-1156,To Do,Medium,Bug,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3821,SOLMERCH-3440,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
